Provider,total_claim,total_revenue,avg_claim,unique_patients,first_claim,last_claim,active_days,claims_per_day,days_since_lastclaim,PotentialFraud,segment,visits_per_qtr,cost_of_visit,quaterly_cost
PRV51329,57,15000,263.1578947368421,26,2009-01-01,2009-12-19,352,0.1614730878186968,12,No,rising stars,4,800,800
PRV51330,12,2940,245.0,7,2009-01-28,2009-11-11,287,0.0416666666666666,50,No,standard,1,200,200
PRV51331,5,320,64.0,4,2009-05-08,2009-10-09,154,0.032258064516129,83,No,standard,1,200,200
PRV51335,115,35520,308.8695652173913,83,2009-01-08,2009-12-22,348,0.329512893982808,9,No,champion,6,1200,1200
PRV51336,41,5300,129.26829268292684,41,2009-01-01,2009-12-30,363,0.1126373626373626,1,No,standard,1,200,200
PRV51337,102,23270,228.13725490196077,97,2008-12-31,2009-12-29,363,0.2802197802197802,2,Yes,champion,6,1200,1200
PRV51338,92,33890,368.3695652173913,91,2009-01-08,2009-12-31,357,0.2569832402234637,0,Yes,champion,6,1200,1200
PRV51340,108,34350,318.05555555555554,102,2008-12-31,2009-12-30,364,0.2958904109589041,1,No,champion,6,1200,1200
PRV51341,47,11110,236.38297872340425,47,2009-01-01,2009-12-25,358,0.1309192200557103,6,No,rising stars,4,800,800
PRV51342,132,28160,213.33333333333337,116,2009-01-03,2009-12-29,360,0.3656509695290859,2,No,champion,6,1200,1200
PRV51344,24,4970,207.08333333333337,24,2009-01-03,2009-12-15,346,0.069164265129683,16,No,standard,1,200,200
PRV51345,37,9490,256.4864864864865,36,2008-12-26,2009-12-29,368,0.1002710027100271,2,No,rising stars,4,800,800
PRV51346,192,47690,248.38541666666663,183,2008-12-23,2009-12-28,370,0.5175202156334232,3,No,champion,6,1200,1200
PRV51347,1585,448640,283.05362776025237,824,2008-12-19,2009-12-31,377,4.193121693121693,0,Yes,champion,6,1200,1200
PRV51348,24,5450,227.08333333333337,24,2009-01-14,2009-11-05,295,0.081081081081081,56,No,standard,1,200,200
PRV51349,16,1900,118.75,15,2009-01-01,2009-11-11,314,0.0507936507936507,50,No,standard,1,200,200
PRV51350,171,60270,352.4561403508772,169,2008-12-15,2009-12-30,380,0.4488188976377952,1,No,champion,6,1200,1200
PRV51351,23,8350,363.0434782608696,23,2009-01-30,2009-12-25,329,0.0696969696969697,6,No,standard,1,200,200
PRV51352,2,3000,1500.0,2,2009-01-03,2009-01-06,3,0.5,359,No,standard,1,200,200
PRV51353,12,1180,98.33333333333331,11,2009-01-25,2009-11-18,297,0.0402684563758389,43,No,standard,1,200,200
PRV51354,2,240,120.0,2,2009-01-09,2009-11-05,300,0.0066445182724252,56,No,standard,1,200,200
PRV51355,44,8780,199.54545454545453,42,2008-12-23,2009-11-12,324,0.1353846153846153,49,No,standard,1,200,200
PRV51356,61,19270,315.9016393442623,59,2008-12-18,2009-12-18,365,0.1666666666666666,13,No,rising stars,4,800,800
PRV51357,121,31660,261.6528925619835,111,2008-12-22,2009-12-30,373,0.3235294117647059,1,Yes,champion,6,1200,1200
PRV51358,7,1090,155.71428571428572,7,2009-01-09,2009-12-28,353,0.019774011299435,3,No,standard,1,200,200
PRV51360,13,4790,368.46153846153845,13,2009-01-10,2009-11-10,304,0.0426229508196721,51,No,standard,1,200,200
PRV51361,21,7300,347.6190476190476,21,2009-01-25,2009-12-24,333,0.0628742514970059,7,No,standard,1,200,200
PRV51362,27,7000,259.25925925925924,27,2009-01-14,2009-12-26,346,0.0778097982708933,5,No,standard,1,200,200
PRV51363,3,150,50.0,3,2009-05-29,2009-10-20,144,0.0206896551724137,72,No,standard,1,200,200
PRV51364,15,3730,248.66666666666663,15,2009-01-25,2009-11-25,304,0.0491803278688524,36,No,standard,1,200,200
PRV51366,43,11510,267.6744186046512,41,2008-12-20,2009-12-09,354,0.1211267605633802,22,No,standard,1,200,200
PRV51368,3,520,173.33333333333334,3,2009-01-31,2009-12-01,304,0.0098360655737704,30,No,standard,1,200,200
PRV51369,1561,469620,300.8456117873158,821,2008-12-16,2009-12-31,380,4.097112860892389,0,Yes,champion,6,1200,1200
PRV51371,27,8470,313.7037037037037,27,2009-01-07,2009-12-31,358,0.075208913649025,0,No,rising stars,4,800,800
PRV51376,36,13370,371.3888888888889,35,2009-01-02,2009-12-15,347,0.1034482758620689,16,No,standard,1,200,200
PRV51377,69,19130,277.2463768115942,69,2009-01-02,2009-12-24,356,0.1932773109243697,7,No,rising stars,4,800,800
PRV51378,43,9280,215.8139534883721,43,2009-01-10,2009-12-04,328,0.1306990881458966,27,Yes,standard,1,200,200
PRV51379,16,6290,393.125,16,2009-02-05,2009-12-28,326,0.0489296636085626,3,No,standard,1,200,200
PRV51380,3,520,173.33333333333334,3,2009-02-04,2009-07-31,177,0.0168539325842696,153,No,standard,1,200,200
PRV51382,12,1130,94.16666666666669,12,2009-01-09,2009-12-03,328,0.0364741641337386,28,No,standard,1,200,200
PRV51383,52,15740,302.6923076923077,52,2008-12-24,2009-12-20,361,0.143646408839779,11,No,rising stars,4,800,800
PRV51386,289,68590,237.3356401384083,222,2008-12-27,2009-12-31,369,0.7810810810810811,0,No,champion,6,1200,1200
PRV51387,36,16450,456.94444444444446,32,2009-01-01,2009-12-11,344,0.1043478260869565,20,No,standard,1,200,200
PRV51388,57,22190,389.29824561403507,56,2008-12-14,2009-12-14,365,0.1557377049180328,17,No,standard,1,200,200
PRV51389,49,13270,270.81632653061223,49,2008-12-20,2009-12-21,366,0.1335149863760218,10,No,rising stars,4,800,800
PRV51390,84,21300,253.57142857142856,80,2009-01-19,2009-12-29,344,0.2434782608695652,2,Yes,champion,6,1200,1200
PRV51391,128,51530,402.578125,120,2008-12-14,2009-12-31,382,0.3342036553524804,0,No,champion,6,1200,1200
PRV51392,14,1560,111.42857142857144,12,2008-12-25,2009-11-11,321,0.0434782608695652,50,No,standard,1,200,200
PRV51393,653,152770,233.9509954058193,279,2008-12-12,2009-12-31,384,1.696103896103896,0,Yes,champion,6,1200,1200
PRV51394,3,440,146.66666666666666,3,2009-01-12,2009-07-22,191,0.015625,162,No,standard,1,200,200
PRV51395,13,5550,426.9230769230769,13,2009-02-11,2009-12-18,310,0.0418006430868167,13,No,standard,1,200,200
PRV51396,31,5180,167.09677419354838,30,2009-01-04,2009-12-26,356,0.0868347338935574,5,No,standard,1,200,200
PRV51397,26,12580,483.84615384615387,26,2009-01-03,2009-12-07,338,0.0766961651917404,24,No,standard,1,200,200
PRV51398,66,17370,263.1818181818182,46,2009-01-03,2009-12-27,358,0.1838440111420612,4,No,rising stars,4,800,800
PRV51399,115,128030,1113.304347826087,113,2008-12-15,2009-12-31,381,0.3010471204188482,0,Yes,champion,6,1200,1200
PRV51401,27,12440,460.7407407407408,27,2009-02-03,2009-12-21,321,0.0838509316770186,10,Yes,rising stars,4,800,800
PRV51403,74,17360,234.59459459459455,70,2009-01-04,2009-12-14,344,0.2144927536231884,17,No,standard,1,200,200
PRV51404,46,16060,349.1304347826087,46,2009-01-03,2009-12-31,362,0.1267217630853994,0,No,rising stars,4,800,800
PRV51405,35,10930,312.2857142857143,35,2009-01-03,2009-12-24,355,0.098314606741573,7,No,rising stars,4,800,800
PRV51406,18,9010,500.55555555555554,18,2009-01-12,2009-12-06,328,0.0547112462006079,25,No,standard,1,200,200
PRV51408,8,970,121.25,8,2009-01-24,2009-07-25,182,0.0437158469945355,159,No,standard,1,200,200
PRV51409,3,300,100.0,3,2009-10-14,2009-11-29,46,0.0638297872340425,32,No,standard,1,200,200
PRV51410,464,139670,301.01293103448273,172,2008-12-17,2009-12-30,378,1.2242744063324538,1,Yes,champion,6,1200,1200
PRV51412,4,370,92.5,4,2009-01-17,2009-05-27,130,0.0305343511450381,218,No,standard,1,200,200
PRV51414,17,1890,111.17647058823528,17,2009-01-04,2009-12-28,358,0.0473537604456824,3,No,standard,1,200,200
PRV51415,34,15120,444.7058823529411,33,2008-12-18,2009-12-29,376,0.0901856763925729,2,No,rising stars,4,800,800
PRV51416,56,20460,365.3571428571428,55,2009-01-03,2009-12-31,362,0.1542699724517906,0,No,rising stars,4,800,800
PRV51418,38,9240,243.1578947368421,38,2009-01-30,2009-12-16,320,0.1183800623052959,15,No,standard,1,200,200
PRV51419,44,11200,254.54545454545453,44,2009-01-01,2009-12-10,343,0.127906976744186,21,No,standard,1,200,200
PRV51421,40,9330,233.25,40,2009-01-03,2009-12-03,334,0.1194029850746268,28,Yes,standard,1,200,200
PRV51422,17,9170,539.4117647058823,17,2008-12-23,2009-10-18,299,0.0566666666666666,74,No,standard,1,200,200
PRV51423,1,50,50.0,1,2009-12-11,2009-12-11,0,1.0,20,No,standard,1,200,200
PRV51424,65,14430,222.0,62,2009-01-01,2009-12-27,360,0.1800554016620498,4,No,rising stars,4,800,800
PRV51425,21,12260,583.8095238095239,21,2009-01-12,2009-12-15,337,0.0621301775147929,16,No,standard,1,200,200
PRV51426,160,29700,185.625,79,2008-12-14,2009-12-21,372,0.4289544235924933,10,Yes,champion,6,1200,1200
PRV51427,46,16660,362.17391304347825,45,2009-01-06,2009-12-29,357,0.1284916201117318,2,No,rising stars,4,800,800
PRV51428,50,13340,266.8,50,2009-01-25,2009-12-14,323,0.1543209876543209,17,No,standard,1,200,200
PRV51429,9,1100,122.22222222222224,9,2009-01-12,2009-12-02,324,0.0276923076923076,29,No,standard,1,200,200
PRV51430,72,19700,273.6111111111111,64,2009-01-08,2009-12-20,346,0.207492795389049,11,No,rising stars,4,800,800
PRV51431,13,7720,593.8461538461538,13,2009-03-07,2009-11-24,262,0.0494296577946768,37,No,standard,1,200,200
PRV51432,12,3040,253.33333333333337,12,2009-01-02,2009-11-10,312,0.0383386581469648,51,No,standard,1,200,200
PRV51433,1256,347720,276.8471337579618,742,2008-12-14,2009-12-31,382,3.279373368146214,0,Yes,champion,6,1200,1200
PRV51434,58,20270,349.48275862068965,55,2009-01-01,2009-12-31,364,0.1589041095890411,0,Yes,rising stars,4,800,800
PRV51435,15,5020,334.6666666666667,15,2009-01-12,2009-12-18,340,0.0439882697947214,13,No,standard,1,200,200
PRV51436,64,13740,214.6875,63,2009-01-04,2009-12-28,358,0.1782729805013927,3,No,rising stars,4,800,800
PRV51437,2,880,440.0,2,2009-07-04,2009-12-30,179,0.0111111111111111,1,No,standard,1,200,200
PRV51438,5,3800,760.0,5,2009-03-30,2009-10-16,200,0.0248756218905472,76,No,standard,1,200,200
PRV51439,35,11200,320.0,34,2009-01-07,2009-12-07,334,0.1044776119402985,24,No,standard,1,200,200
PRV51440,48,23670,493.125,48,2009-01-13,2009-12-20,341,0.1403508771929824,11,No,rising stars,4,800,800
PRV51441,68,23330,343.0882352941176,63,2009-01-07,2009-12-27,354,0.1915492957746478,4,No,champion,6,1200,1200
PRV51442,4,970,242.5,4,2009-01-15,2009-10-30,288,0.0138408304498269,62,No,standard,1,200,200
PRV51443,53,14690,277.1698113207547,53,2009-01-15,2009-12-26,345,0.1531791907514451,5,No,rising stars,4,800,800
PRV51444,26,7500,288.46153846153845,25,2009-01-11,2009-12-17,340,0.0762463343108504,14,No,rising stars,4,800,800
PRV51446,10,2980,298.0,10,2009-01-26,2009-11-29,307,0.0324675324675324,32,No,standard,1,200,200
PRV51447,54,16090,297.962962962963,49,2009-01-14,2009-12-29,349,0.1542857142857142,2,Yes,rising stars,4,800,800
PRV51448,29,7530,259.6551724137931,26,2009-01-11,2009-12-28,351,0.0823863636363636,3,No,rising stars,4,800,800
PRV51449,5,650,130.0,5,2009-06-01,2009-12-17,199,0.025,14,No,standard,1,200,200
PRV51451,5,1140,228.0,5,2009-01-21,2009-08-22,213,0.0233644859813084,131,No,standard,1,200,200
PRV51453,10,3880,388.0,10,2009-02-06,2009-12-21,318,0.0313479623824451,10,No,standard,1,200,200
PRV51454,24,5400,225.0,23,2009-01-07,2009-12-29,356,0.0672268907563025,2,No,standard,1,200,200
PRV51455,20,6490,324.5,20,2008-12-31,2009-12-24,358,0.0557103064066852,7,No,standard,1,200,200
PRV51456,16,1960,122.5,15,2009-01-01,2009-12-08,341,0.0467836257309941,23,No,standard,1,200,200
PRV51458,43,11060,257.2093023255814,42,2009-01-03,2009-12-18,349,0.1228571428571428,13,No,rising stars,4,800,800
PRV51459,6206,1808570,291.4228166290686,2551,2008-12-12,2009-12-31,384,16.11948051948052,0,Yes,champion,6,1200,1200
PRV51460,343,106740,311.1953352769679,325,2009-01-01,2009-12-30,363,0.9423076923076924,1,No,champion,6,1200,1200
PRV51462,18,9040,502.22222222222223,17,2009-01-07,2009-12-01,328,0.0547112462006079,30,No,standard,1,200,200
PRV51464,112,29750,265.625,111,2009-01-05,2009-12-27,356,0.3137254901960784,4,No,champion,6,1200,1200
PRV51465,3,790,263.3333333333333,3,2009-02-27,2009-06-02,95,0.03125,212,No,standard,1,200,200
PRV51466,52,10540,202.69230769230768,51,2008-12-18,2009-12-29,376,0.1379310344827586,2,No,rising stars,4,800,800
PRV51467,15,3250,216.66666666666663,15,2009-01-09,2009-11-28,323,0.0462962962962962,33,No,standard,1,200,200
PRV51468,106,30400,286.79245283018867,100,2009-01-08,2009-12-29,355,0.297752808988764,2,No,champion,6,1200,1200
PRV51469,22,8990,408.6363636363636,22,2009-01-03,2009-12-09,340,0.064516129032258,22,No,standard,1,200,200
PRV51470,21,11520,548.5714285714286,21,2009-01-03,2009-11-14,315,0.0664556962025316,47,No,standard,1,200,200
PRV51471,16,3180,198.75,16,2009-01-06,2009-12-21,349,0.0457142857142857,10,Yes,standard,1,200,200
PRV51472,12,2100,175.0,12,2009-01-28,2009-12-29,335,0.0357142857142857,2,No,standard,1,200,200
PRV51474,24,8030,334.5833333333333,22,2009-01-02,2009-12-24,356,0.0672268907563025,7,No,standard,1,200,200
PRV51475,22,6820,310.0,22,2009-02-23,2009-11-29,279,0.0785714285714285,32,No,standard,1,200,200
PRV51476,13,9180,706.1538461538462,13,2009-01-07,2009-10-19,285,0.0454545454545454,73,No,standard,1,200,200
PRV51477,16,6430,401.875,16,2009-01-20,2009-12-09,323,0.0493827160493827,22,No,standard,1,200,200
PRV51478,9,2820,313.3333333333333,8,2009-03-26,2009-12-11,260,0.0344827586206896,20,No,standard,1,200,200
PRV51479,155,41130,265.35483870967744,148,2009-01-02,2009-12-24,356,0.4341736694677871,7,No,champion,6,1200,1200
PRV51480,1495,441080,295.03678929765886,666,2008-12-16,2009-12-31,380,3.923884514435695,0,Yes,champion,6,1200,1200
PRV51482,62,26570,428.5483870967742,61,2009-01-17,2009-12-19,336,0.1839762611275964,12,Yes,rising stars,4,800,800
PRV51483,53,15370,290.0,53,2009-01-18,2009-12-29,345,0.1531791907514451,2,No,rising stars,4,800,800
PRV51484,61,10530,172.62295081967213,56,2009-01-05,2009-12-04,333,0.1826347305389221,27,No,standard,1,200,200
PRV51486,162,38770,239.320987654321,110,2009-01-02,2009-12-31,363,0.445054945054945,0,No,champion,6,1200,1200
PRV51487,12,9190,765.8333333333334,11,2009-02-07,2009-12-24,320,0.0373831775700934,7,No,standard,1,200,200
PRV51488,215,77630,361.0697674418605,207,2008-12-29,2009-12-30,366,0.5858310626702997,1,No,champion,6,1200,1200
PRV51490,10,5950,595.0,10,2009-01-03,2009-09-25,265,0.037593984962406,97,Yes,standard,1,200,200
PRV51491,47,12780,271.9148936170213,42,2009-01-01,2009-12-21,354,0.1323943661971831,10,No,rising stars,4,800,800
PRV51492,50,10480,209.6,49,2008-12-31,2009-12-31,365,0.1366120218579235,0,No,rising stars,4,800,800
PRV51494,25,10310,412.4,24,2009-01-12,2009-12-01,323,0.0771604938271604,30,No,standard,1,200,200
PRV51495,36,10060,279.44444444444446,36,2009-01-03,2009-12-28,359,0.1,3,Yes,rising stars,4,800,800
PRV51496,96,24940,259.7916666666667,85,2008-12-18,2009-12-23,370,0.2587601078167116,8,No,champion,6,1200,1200
PRV51497,10,2090,209.0,10,2009-03-20,2009-09-28,192,0.0518134715025906,94,No,standard,1,200,200
PRV51499,369,95710,259.37669376693765,276,2009-01-01,2009-12-31,364,1.010958904109589,0,No,champion,6,1200,1200
PRV51500,6,850,141.66666666666666,6,2009-01-08,2009-11-22,318,0.018808777429467,39,No,standard,1,200,200
PRV51501,9,790,87.77777777777777,9,2009-01-01,2009-12-07,340,0.0263929618768328,24,Yes,standard,1,200,200
PRV51502,25,8190,327.6,25,2009-02-18,2009-12-15,300,0.0830564784053156,16,No,standard,1,200,200
PRV51503,44,17750,403.40909090909093,41,2009-01-06,2009-12-31,359,0.1222222222222222,0,No,rising stars,4,800,800
PRV51504,97,32940,339.58762886597935,94,2009-01-03,2009-12-30,361,0.2679558011049723,1,No,champion,6,1200,1200
PRV51505,11,1790,162.72727272727272,11,2009-03-04,2009-11-20,261,0.0419847328244274,41,No,standard,1,200,200
PRV51507,756,218440,288.94179894179894,583,2008-12-22,2009-12-31,374,2.016,0,Yes,champion,6,1200,1200
PRV51508,143,44710,312.65734265734267,139,2009-01-02,2009-12-31,363,0.3928571428571428,0,No,champion,6,1200,1200
PRV51509,774,223880,289.25064599483204,415,2008-12-21,2009-12-30,374,2.064,1,No,champion,6,1200,1200
PRV51510,41,14540,354.6341463414634,38,2009-01-03,2009-12-16,347,0.1178160919540229,15,No,standard,1,200,200
PRV51511,12,7480,623.3333333333334,12,2009-01-11,2009-11-10,303,0.0394736842105263,51,No,standard,1,200,200
PRV51514,50,14060,281.2,50,2008-12-31,2009-12-30,364,0.136986301369863,1,No,rising stars,4,800,800
PRV51515,34,10140,298.2352941176471,34,2009-01-05,2009-12-31,360,0.0941828254847645,0,No,rising stars,4,800,800
PRV51516,25,5170,206.8,25,2009-01-27,2009-12-30,337,0.0739644970414201,1,No,standard,1,200,200
PRV51517,11,5990,544.5454545454545,11,2009-01-12,2009-12-30,352,0.0311614730878186,1,No,standard,1,200,200
PRV51518,40,9150,228.75,36,2009-01-09,2009-12-19,344,0.1159420289855072,12,No,rising stars,4,800,800
PRV51521,32,4530,141.5625,26,2009-01-17,2009-11-30,317,0.10062893081761,31,No,standard,1,200,200
PRV51522,135,54810,406.0,125,2009-01-05,2009-12-31,360,0.3739612188365651,0,No,champion,6,1200,1200
PRV51523,5,810,162.0,5,2009-02-04,2009-09-14,222,0.0224215246636771,108,No,standard,1,200,200
PRV51525,45,16040,356.44444444444446,45,2009-01-01,2009-12-17,350,0.1282051282051282,14,No,rising stars,4,800,800
PRV51526,9,6740,748.8888888888889,9,2009-01-26,2009-10-09,256,0.0350194552529182,83,No,standard,1,200,200
PRV51527,35,12210,348.85714285714283,34,2009-01-14,2009-12-12,332,0.1051051051051051,19,No,standard,1,200,200
PRV51528,14,3370,240.71428571428572,14,2009-01-09,2009-11-08,303,0.0460526315789473,53,No,standard,1,200,200
PRV51529,16,4900,306.25,16,2009-01-09,2009-12-07,332,0.048048048048048,24,No,standard,1,200,200
PRV51531,29,9570,330.0,19,2009-01-04,2009-12-17,347,0.0833333333333333,14,No,rising stars,4,800,800
PRV51532,16,10370,648.125,15,2009-01-02,2009-12-08,340,0.0469208211143695,23,No,standard,1,200,200
PRV51533,17,3880,228.23529411764707,17,2009-03-25,2009-12-18,268,0.0631970260223048,13,No,standard,1,200,200
PRV51535,300,75600,252.0,248,2008-12-21,2009-12-31,375,0.7978723404255319,0,No,champion,6,1200,1200
PRV51536,7,1720,245.71428571428572,7,2009-02-25,2009-12-08,286,0.024390243902439,23,No,standard,1,200,200
PRV51539,378,99320,262.75132275132273,352,2008-12-25,2009-12-29,369,1.0216216216216216,2,Yes,champion,6,1200,1200
PRV51540,36,9200,255.55555555555551,36,2009-01-14,2009-12-05,325,0.1104294478527607,26,No,standard,1,200,200
PRV51541,41,9400,229.26829268292684,41,2009-01-07,2009-12-31,358,0.1142061281337047,0,No,rising stars,4,800,800
PRV51542,13,9630,740.7692307692307,13,2009-02-20,2009-11-29,282,0.0459363957597173,32,Yes,standard,1,200,200
PRV51544,154,46220,300.12987012987014,152,2008-12-16,2009-12-31,380,0.4041994750656168,0,No,champion,6,1200,1200
PRV51546,20,4450,222.5,19,2009-01-31,2009-12-24,327,0.0609756097560975,7,No,standard,1,200,200
PRV51547,9,2410,267.77777777777777,9,2009-01-05,2009-11-17,316,0.028391167192429,44,No,standard,1,200,200
PRV51549,7,6360,908.5714285714286,7,2009-02-15,2009-11-10,268,0.0260223048327137,51,No,standard,1,200,200
PRV51550,35,14560,416.0,33,2009-01-17,2009-10-30,286,0.1219512195121951,62,No,standard,1,200,200
PRV51551,15,4920,328.0,15,2009-01-01,2009-12-04,337,0.044378698224852,27,No,standard,1,200,200
PRV51552,39,9460,242.56410256410257,39,2009-01-03,2009-12-26,357,0.1089385474860335,5,No,rising stars,4,800,800
PRV51553,15,4990,332.6666666666667,15,2009-01-31,2009-12-29,332,0.045045045045045,2,No,standard,1,200,200
PRV51554,5,640,128.0,5,2009-03-07,2009-12-26,294,0.0169491525423728,5,No,standard,1,200,200
PRV51555,12,2620,218.33333333333337,12,2009-02-01,2009-11-27,299,0.04,34,No,standard,1,200,200
PRV51556,34,13000,382.3529411764706,34,2009-01-02,2009-12-31,363,0.0934065934065934,0,No,rising stars,4,800,800
PRV51557,5,5500,1100.0,5,2009-01-18,2009-12-22,338,0.0147492625368731,9,No,standard,1,200,200
PRV51558,17,3400,200.0,16,2009-01-01,2009-12-31,364,0.0465753424657534,0,No,standard,1,200,200
PRV51560,28,6440,230.0,27,2009-01-02,2009-12-25,357,0.0782122905027933,6,Yes,standard,1,200,200
PRV51562,19,5090,267.89473684210526,19,2009-01-11,2009-11-20,313,0.0605095541401273,41,No,standard,1,200,200
PRV51563,18,4280,237.77777777777777,18,2009-02-04,2009-12-30,329,0.0545454545454545,1,No,standard,1,200,200
PRV51564,16,7600,475.0,16,2009-02-10,2009-12-09,302,0.0528052805280528,22,No,standard,1,200,200
PRV51566,7,2670,381.42857142857144,7,2009-03-07,2009-10-19,226,0.0308370044052863,73,No,standard,1,200,200
PRV51567,1231,366640,297.8391551584078,699,2008-12-24,2009-12-31,372,3.3002680965147455,0,Yes,champion,6,1200,1200
PRV51568,36,13670,379.72222222222223,36,2009-01-08,2009-12-27,353,0.1016949152542373,4,No,rising stars,4,800,800
PRV51569,3,1490,496.6666666666667,3,2009-01-01,2009-09-09,251,0.0119047619047619,113,No,standard,1,200,200
