Provider,total_claim,total_revenue,avg_claim,unique_patients,first_claim,last_claim,active_days,claims_per_day,days_since_lastclaim,PotentialFraud
PRV51393,653,152770,233.9509954058193,279,2008-12-12,2009-12-31,384,1.6961038961038961,0,Yes
PRV51394,3,440,146.66666666666666,3,2009-01-12,2009-07-22,191,0.015625,162,No
PRV51395,13,5550,426.9230769230769,13,2009-02-11,2009-12-18,310,0.04180064308681672,13,No
PRV51396,31,5180,167.09677419354838,30,2009-01-04,2009-12-26,356,0.08683473389355742,5,No
PRV51397,26,12580,483.84615384615387,26,2009-01-03,2009-12-07,338,0.07669616519174041,24,No
PRV51398,66,17370,263.1818181818182,46,2009-01-03,2009-12-27,358,0.18384401114206128,4,No
PRV51399,115,128030,1113.304347826087,113,2008-12-15,2009-12-31,381,0.3010471204188482,0,Yes
PRV51401,27,12440,460.74074074074076,27,2009-02-03,2009-12-21,321,0.08385093167701864,10,Yes
PRV51403,74,17360,234.59459459459458,70,2009-01-04,2009-12-14,344,0.2144927536231884,17,No
PRV51404,46,16060,349.1304347826087,46,2009-01-03,2009-12-31,362,0.12672176308539945,0,No
PRV51405,35,10930,312.2857142857143,35,2009-01-03,2009-12-24,355,0.09831460674157304,7,No
PRV51406,18,9010,500.55555555555554,18,2009-01-12,2009-12-06,328,0.0547112462006079,25,No
PRV51408,8,970,121.25,8,2009-01-24,2009-07-25,182,0.04371584699453552,159,No
PRV51409,3,300,100.0,3,2009-10-14,2009-11-29,46,0.06382978723404255,32,No
PRV51410,464,139670,301.01293103448273,172,2008-12-17,2009-12-30,378,1.2242744063324538,1,Yes
PRV51412,4,370,92.5,4,2009-01-17,2009-05-27,130,0.030534351145038167,218,No
PRV51414,17,1890,111.17647058823529,17,2009-01-04,2009-12-28,358,0.04735376044568245,3,No
PRV51415,34,15120,444.70588235294116,33,2008-12-18,2009-12-29,376,0.09018567639257294,2,No
PRV51416,56,20460,365.35714285714283,55,2009-01-03,2009-12-31,362,0.15426997245179064,0,No
PRV51418,38,9240,243.1578947368421,38,2009-01-30,2009-12-16,320,0.11838006230529595,15,No
PRV51419,44,11200,254.54545454545453,44,2009-01-01,2009-12-10,343,0.12790697674418605,21,No
PRV51421,40,9330,233.25,40,2009-01-03,2009-12-03,334,0.11940298507462686,28,Yes
PRV51422,17,9170,539.4117647058823,17,2008-12-23,2009-10-18,299,0.056666666666666664,74,No
PRV51423,1,50,50.0,1,2009-12-11,2009-12-11,0,1.0,20,No
PRV51424,65,14430,222.0,62,2009-01-01,2009-12-27,360,0.18005540166204986,4,No
PRV51425,21,12260,583.8095238095239,21,2009-01-12,2009-12-15,337,0.0621301775147929,16,No
PRV51426,160,29700,185.625,79,2008-12-14,2009-12-21,372,0.4289544235924933,10,Yes
PRV51427,46,16660,362.17391304347825,45,2009-01-06,2009-12-29,357,0.12849162011173185,2,No
PRV51428,50,13340,266.8,50,2009-01-25,2009-12-14,323,0.15432098765432098,17,No
PRV51429,9,1100,122.22222222222223,9,2009-01-12,2009-12-02,324,0.027692307692307693,29,No
PRV51430,72,19700,273.6111111111111,64,2009-01-08,2009-12-20,346,0.207492795389049,11,No
PRV51431,13,7720,593.8461538461538,13,2009-03-07,2009-11-24,262,0.049429657794676805,37,No
PRV51432,12,3040,253.33333333333334,12,2009-01-02,2009-11-10,312,0.038338658146964855,51,No
PRV51433,1256,347720,276.8471337579618,742,2008-12-14,2009-12-31,382,3.279373368146214,0,Yes
PRV51434,58,20270,349.48275862068965,55,2009-01-01,2009-12-31,364,0.1589041095890411,0,Yes
PRV51435,15,5020,334.6666666666667,15,2009-01-12,2009-12-18,340,0.04398826979472141,13,No
PRV51436,64,13740,214.6875,63,2009-01-04,2009-12-28,358,0.17827298050139276,3,No
PRV51437,2,880,440.0,2,2009-07-04,2009-12-30,179,0.011111111111111112,1,No
PRV51438,5,3800,760.0,5,2009-03-30,2009-10-16,200,0.024875621890547265,76,No
PRV51439,35,11200,320.0,34,2009-01-07,2009-12-07,334,0.1044776119402985,24,No
PRV51440,48,23670,493.125,48,2009-01-13,2009-12-20,341,0.14035087719298245,11,No
PRV51441,68,23330,343.0882352941176,63,2009-01-07,2009-12-27,354,0.19154929577464788,4,No
PRV51442,4,970,242.5,4,2009-01-15,2009-10-30,288,0.01384083044982699,62,No
PRV51443,53,14690,277.1698113207547,53,2009-01-15,2009-12-26,345,0.1531791907514451,5,No
PRV51444,26,7500,288.46153846153845,25,2009-01-11,2009-12-17,340,0.07624633431085044,14,No
PRV51446,10,2980,298.0,10,2009-01-26,2009-11-29,307,0.032467532467532464,32,No
PRV51447,54,16090,297.962962962963,49,2009-01-14,2009-12-29,349,0.15428571428571428,2,Yes
PRV51448,29,7530,259.6551724137931,26,2009-01-11,2009-12-28,351,0.08238636363636363,3,No
PRV51449,5,650,130.0,5,2009-06-01,2009-12-17,199,0.025,14,No
PRV51451,5,1140,228.0,5,2009-01-21,2009-08-22,213,0.02336448598130841,131,No
PRV51453,10,3880,388.0,10,2009-02-06,2009-12-21,318,0.03134796238244514,10,No
PRV51454,24,5400,225.0,23,2009-01-07,2009-12-29,356,0.06722689075630252,2,No
PRV51455,20,6490,324.5,20,2008-12-31,2009-12-24,358,0.055710306406685235,7,No
PRV51456,16,1960,122.5,15,2009-01-01,2009-12-08,341,0.04678362573099415,23,No
PRV51458,43,11060,257.2093023255814,42,2009-01-03,2009-12-18,349,0.12285714285714286,13,No
PRV51459,6206,1808570,291.4228166290686,2551,2008-12-12,2009-12-31,384,16.11948051948052,0,Yes
PRV51460,343,106740,311.1953352769679,325,2009-01-01,2009-12-30,363,0.9423076923076923,1,No
PRV51462,18,9040,502.22222222222223,17,2009-01-07,2009-12-01,328,0.0547112462006079,30,No
PRV51464,112,29750,265.625,111,2009-01-05,2009-12-27,356,0.3137254901960784,4,No
PRV51465,3,790,263.3333333333333,3,2009-02-27,2009-06-02,95,0.03125,212,No
PRV51466,52,10540,202.69230769230768,51,2008-12-18,2009-12-29,376,0.13793103448275862,2,No
PRV51467,15,3250,216.66666666666666,15,2009-01-09,2009-11-28,323,0.046296296296296294,33,No
PRV51468,106,30400,286.79245283018867,100,2009-01-08,2009-12-29,355,0.29775280898876405,2,No
PRV51469,22,8990,408.6363636363636,22,2009-01-03,2009-12-09,340,0.06451612903225806,22,No
PRV51470,21,11520,548.5714285714286,21,2009-01-03,2009-11-14,315,0.06645569620253164,47,No
PRV51471,16,3180,198.75,16,2009-01-06,2009-12-21,349,0.045714285714285714,10,Yes
PRV51472,12,2100,175.0,12,2009-01-28,2009-12-29,335,0.03571428571428571,2,No
PRV51474,24,8030,334.5833333333333,22,2009-01-02,2009-12-24,356,0.06722689075630252,7,No
PRV51475,22,6820,310.0,22,2009-02-23,2009-11-29,279,0.07857142857142857,32,No
PRV51476,13,9180,706.1538461538462,13,2009-01-07,2009-10-19,285,0.045454545454545456,73,No
PRV51477,16,6430,401.875,16,2009-01-20,2009-12-09,323,0.04938271604938271,22,No
PRV51478,9,2820,313.3333333333333,8,2009-03-26,2009-12-11,260,0.034482758620689655,20,No
PRV51479,155,41130,265.35483870967744,148,2009-01-02,2009-12-24,356,0.4341736694677871,7,No
PRV51480,1495,441080,295.03678929765886,666,2008-12-16,2009-12-31,380,3.9238845144356955,0,Yes
PRV51482,62,26570,428.5483870967742,61,2009-01-17,2009-12-19,336,0.18397626112759644,12,Yes
PRV51483,53,15370,290.0,53,2009-01-18,2009-12-29,345,0.1531791907514451,2,No
PRV51484,61,10530,172.62295081967213,56,2009-01-05,2009-12-04,333,0.18263473053892215,27,No
PRV51486,162,38770,239.320987654321,110,2009-01-02,2009-12-31,363,0.44505494505494503,0,No
PRV51487,12,9190,765.8333333333334,11,2009-02-07,2009-12-24,320,0.037383177570093455,7,No
PRV51488,215,77630,361.06976744186045,207,2008-12-29,2009-12-30,366,0.5858310626702997,1,No
PRV51490,10,5950,595.0,10,2009-01-03,2009-09-25,265,0.03759398496240601,97,Yes
PRV51491,47,12780,271.9148936170213,42,2009-01-01,2009-12-21,354,0.1323943661971831,10,No
PRV51492,50,10480,209.6,49,2008-12-31,2009-12-31,365,0.1366120218579235,0,No
PRV51494,25,10310,412.4,24,2009-01-12,2009-12-01,323,0.07716049382716049,30,No
PRV51495,36,10060,279.44444444444446,36,2009-01-03,2009-12-28,359,0.1,3,Yes
PRV51496,96,24940,259.7916666666667,85,2008-12-18,2009-12-23,370,0.2587601078167116,8,No
PRV51497,10,2090,209.0,10,2009-03-20,2009-09-28,192,0.05181347150259067,94,No
PRV51499,369,95710,259.37669376693765,276,2009-01-01,2009-12-31,364,1.010958904109589,0,No
PRV51500,6,850,141.66666666666666,6,2009-01-08,2009-11-22,318,0.018808777429467086,39,No
PRV51501,9,790,87.77777777777777,9,2009-01-01,2009-12-07,340,0.026392961876832845,24,Yes
PRV51502,25,8190,327.6,25,2009-02-18,2009-12-15,300,0.08305647840531562,16,No
PRV51503,44,17750,403.40909090909093,41,2009-01-06,2009-12-31,359,0.12222222222222222,0,No
PRV51504,97,32940,339.58762886597935,94,2009-01-03,2009-12-30,361,0.26795580110497236,1,No
PRV51505,11,1790,162.72727272727272,11,2009-03-04,2009-11-20,261,0.04198473282442748,41,No
PRV51507,756,218440,288.94179894179894,583,2008-12-22,2009-12-31,374,2.016,0,Yes
PRV51508,143,44710,312.65734265734267,139,2009-01-02,2009-12-31,363,0.39285714285714285,0,No
PRV51509,774,223880,289.25064599483204,415,2008-12-21,2009-12-30,374,2.064,1,No
PRV51510,41,14540,354.6341463414634,38,2009-01-03,2009-12-16,347,0.11781609195402298,15,No
PRV51511,12,7480,623.3333333333334,12,2009-01-11,2009-11-10,303,0.039473684210526314,51,No
PRV51514,50,14060,281.2,50,2008-12-31,2009-12-30,364,0.136986301369863,1,No
PRV51515,34,10140,298.2352941176471,34,2009-01-05,2009-12-31,360,0.09418282548476455,0,No
PRV51516,25,5170,206.8,25,2009-01-27,2009-12-30,337,0.07396449704142012,1,No
PRV51517,11,5990,544.5454545454545,11,2009-01-12,2009-12-30,352,0.031161473087818695,1,No
PRV51518,40,9150,228.75,36,2009-01-09,2009-12-19,344,0.11594202898550725,12,No
PRV51521,32,4530,141.5625,26,2009-01-17,2009-11-30,317,0.10062893081761007,31,No
PRV51522,135,54810,406.0,125,2009-01-05,2009-12-31,360,0.3739612188365651,0,No
PRV51523,5,810,162.0,5,2009-02-04,2009-09-14,222,0.02242152466367713,108,No
PRV51525,45,16040,356.44444444444446,45,2009-01-01,2009-12-17,350,0.1282051282051282,14,No
PRV51526,9,6740,748.8888888888889,9,2009-01-26,2009-10-09,256,0.03501945525291829,83,No
PRV51527,35,12210,348.85714285714283,34,2009-01-14,2009-12-12,332,0.10510510510510511,19,No
PRV51528,14,3370,240.71428571428572,14,2009-01-09,2009-11-08,303,0.046052631578947366,53,No
PRV51529,16,4900,306.25,16,2009-01-09,2009-12-07,332,0.04804804804804805,24,No
PRV51531,29,9570,330.0,19,2009-01-04,2009-12-17,347,0.08333333333333333,14,No
PRV51532,16,10370,648.125,15,2009-01-02,2009-12-08,340,0.0469208211143695,23,No
PRV51533,17,3880,228.23529411764707,17,2009-03-25,2009-12-18,268,0.06319702602230483,13,No
PRV51535,300,75600,252.0,248,2008-12-21,2009-12-31,375,0.7978723404255319,0,No
PRV51536,7,1720,245.71428571428572,7,2009-02-25,2009-12-08,286,0.024390243902439025,23,No
PRV51539,378,99320,262.75132275132273,352,2008-12-25,2009-12-29,369,1.0216216216216216,2,Yes
PRV51540,36,9200,255.55555555555554,36,2009-01-14,2009-12-05,325,0.11042944785276074,26,No
PRV51541,41,9400,229.26829268292684,41,2009-01-07,2009-12-31,358,0.11420612813370473,0,No
PRV51542,13,9630,740.7692307692307,13,2009-02-20,2009-11-29,282,0.045936395759717315,32,Yes
PRV51544,154,46220,300.12987012987014,152,2008-12-16,2009-12-31,380,0.4041994750656168,0,No
PRV51546,20,4450,222.5,19,2009-01-31,2009-12-24,327,0.06097560975609756,7,No
PRV51547,9,2410,267.77777777777777,9,2009-01-05,2009-11-17,316,0.028391167192429023,44,No
PRV51549,7,6360,908.5714285714286,7,2009-02-15,2009-11-10,268,0.026022304832713755,51,No
PRV51550,35,14560,416.0,33,2009-01-17,2009-10-30,286,0.12195121951219512,62,No
PRV51551,15,4920,328.0,15,2009-01-01,2009-12-04,337,0.04437869822485207,27,No
PRV51552,39,9460,242.56410256410257,39,2009-01-03,2009-12-26,357,0.10893854748603352,5,No
PRV51553,15,4990,332.6666666666667,15,2009-01-31,2009-12-29,332,0.04504504504504504,2,No
PRV51554,5,640,128.0,5,2009-03-07,2009-12-26,294,0.01694915254237288,5,No
PRV51555,12,2620,218.33333333333334,12,2009-02-01,2009-11-27,299,0.04,34,No
PRV51556,34,13000,382.3529411764706,34,2009-01-02,2009-12-31,363,0.09340659340659341,0,No
PRV51557,5,5500,1100.0,5,2009-01-18,2009-12-22,338,0.014749262536873156,9,No
PRV51558,17,3400,200.0,16,2009-01-01,2009-12-31,364,0.04657534246575343,0,No
PRV51560,28,6440,230.0,27,2009-01-02,2009-12-25,357,0.0782122905027933,6,Yes
PRV51562,19,5090,267.89473684210526,19,2009-01-11,2009-11-20,313,0.06050955414012739,41,No
PRV51563,18,4280,237.77777777777777,18,2009-02-04,2009-12-30,329,0.05454545454545454,1,No
PRV51564,16,7600,475.0,16,2009-02-10,2009-12-09,302,0.052805280528052806,22,No
PRV51566,7,2670,381.42857142857144,7,2009-03-07,2009-10-19,226,0.030837004405286344,73,No
PRV51567,1231,366640,297.8391551584078,699,2008-12-24,2009-12-31,372,3.3002680965147455,0,Yes
PRV51568,36,13670,379.72222222222223,36,2009-01-08,2009-12-27,353,0.1016949152542373,4,No
PRV51569,3,1490,496.6666666666667,3,2009-01-01,2009-09-09,251,0.011904761904761904,113,No
PRV51571,17,2110,124.11764705882354,17,2009-01-31,2009-10-22,264,0.06415094339622641,70,No
PRV51572,2,700,350.0,2,2009-01-24,2009-11-17,297,0.006711409395973154,44,No
PRV51573,64,19580,305.9375,54,2009-01-02,2009-12-26,358,0.17827298050139276,5,No
PRV51574,3389,1020500,301.1212747123045,1467,2008-12-13,2009-12-31,383,8.825520833333334,0,Yes
PRV51576,49,31680,646.530612244898,49,2009-01-25,2009-12-18,327,0.14939024390243902,13,No
PRV51577,1,2100,2100.0,1,2009-07-09,2009-07-09,0,1.0,175,No
PRV51578,1042,317040,304.26103646833013,914,2008-12-19,2009-12-31,377,2.7566137566137567,0,Yes
PRV51579,44,10480,238.1818181818182,42,2009-01-16,2009-12-20,338,0.12979351032448377,11,No
PRV51580,2,1700,850.0,2,2009-05-17,2009-11-30,197,0.010101010101010102,31,No
PRV51583,31,13460,434.19354838709677,31,2009-01-05,2009-12-23,352,0.08781869688385269,8,No
PRV51584,49,8420,171.83673469387756,48,2009-01-07,2009-12-23,350,0.1396011396011396,8,Yes
PRV51585,1,60,60.0,1,2009-03-22,2009-03-22,0,1.0,284,No
PRV51586,2,510,255.0,2,2009-11-04,2009-12-13,39,0.05,18,Yes
PRV51587,4,1400,350.0,4,2009-01-25,2009-07-07,163,0.024390243902439025,177,No
PRV51588,5,370,74.0,5,2009-08-15,2009-11-04,81,0.06097560975609756,57,No
PRV51590,2,310,155.0,2,2009-02-08,2009-04-28,79,0.025,247,Yes
PRV51592,1,30,30.0,1,2009-05-02,2009-05-02,0,1.0,243,No
PRV51593,34,9600,282.3529411764706,34,2009-01-05,2009-12-30,359,0.09444444444444444,1,Yes
PRV51595,18,7500,416.6666666666667,18,2009-01-20,2009-12-24,338,0.05309734513274336,7,No
PRV51596,37,7520,203.24324324324326,37,2009-01-02,2009-12-27,359,0.10277777777777777,4,No
PRV51598,276,79680,288.69565217391306,259,2008-12-27,2009-12-27,365,0.7540983606557377,4,No
PRV51599,2,210,105.0,2,2009-01-29,2009-11-03,278,0.007168458781362007,58,No
PRV51600,84,21020,250.23809523809524,78,2009-01-01,2009-12-30,363,0.23076923076923078,1,No
PRV51601,10,3520,352.0,10,2009-02-06,2009-11-03,270,0.03690036900369004,58,No
PRV51602,16,3520,220.0,16,2009-01-29,2009-09-30,244,0.0653061224489796,92,No
PRV51604,219,62260,284.2922374429224,182,2008-12-26,2009-12-31,370,0.5902964959568733,0,Yes
PRV51605,50,13890,277.8,49,2009-01-07,2009-12-17,344,0.14492753623188406,14,No
PRV51606,27,5990,221.85185185185185,26,2009-01-10,2009-12-20,344,0.0782608695652174,11,No
PRV51607,12,1320,110.0,12,2009-01-04,2009-12-11,341,0.03508771929824561,20,No
PRV51608,21,6250,297.6190476190476,21,2009-01-06,2009-12-23,351,0.05965909090909091,8,No
PRV51609,48,7980,166.25,45,2009-01-01,2009-12-25,358,0.13370473537604458,6,No
PRV51610,2,130,65.0,2,2009-05-23,2009-10-24,154,0.012903225806451613,68,No
PRV51611,6,2750,458.3333333333333,6,2009-02-24,2009-10-01,219,0.02727272727272727,91,No
PRV51612,6,740,123.33333333333333,6,2009-01-03,2009-10-27,297,0.020134228187919462,65,No
PRV51613,10,2260,226.0,10,2009-01-03,2009-12-05,336,0.02967359050445104,26,No
PRV51614,88,19720,224.0909090909091,83,2009-01-01,2009-12-27,360,0.24376731301939059,4,Yes
PRV51616,21,4850,230.95238095238096,21,2009-01-27,2009-12-18,325,0.06441717791411043,13,No
PRV51617,9,2190,243.33333333333334,9,2009-04-20,2009-12-30,254,0.03529411764705882,1,No
PRV51619,10,3150,315.0,10,2009-01-04,2009-07-28,205,0.04854368932038835,156,No
PRV51620,5,1190,238.0,5,2009-01-06,2009-12-21,349,0.014285714285714285,10,No
PRV51621,7,520,74.28571428571429,7,2009-02-07,2009-11-28,294,0.023728813559322035,33,No
PRV51622,74,37040,500.5405405405405,69,2009-01-01,2009-12-28,361,0.20441988950276244,3,No
PRV51623,14,3350,239.28571428571428,14,2009-01-16,2009-11-19,307,0.045454545454545456,42,No
PRV51624,4,310,77.5,4,2009-02-06,2009-09-29,235,0.01694915254237288,93,No
PRV51625,2,20,10.0,2,2009-02-16,2009-07-10,144,0.013793103448275862,174,No
PRV51626,6,1790,298.3333333333333,6,2009-03-30,2009-08-05,128,0.046511627906976744,148,No
PRV51627,18,2290,127.22222222222223,18,2009-01-06,2009-12-06,334,0.05373134328358209,25,No
PRV51628,2,240,120.0,2,2009-02-11,2009-06-13,122,0.016260162601626018,201,No
PRV51630,3,1810,603.3333333333334,3,2009-01-27,2009-11-16,293,0.01020408163265306,45,No
PRV51631,5,1460,292.0,5,2009-04-16,2009-12-13,241,0.02066115702479339,18,No
PRV51632,15,2610,174.0,15,2009-01-08,2009-12-18,344,0.043478260869565216,13,No
PRV51634,88,45650,518.75,85,2009-01-07,2009-12-31,358,0.24512534818941503,0,No
PRV51635,18,2680,148.88888888888889,18,2009-01-18,2009-11-15,301,0.059602649006622516,46,No
PRV51636,226,84550,374.11504424778764,157,2009-01-02,2009-12-30,362,0.6225895316804407,1,No
PRV51637,22,5150,234.0909090909091,22,2009-01-02,2009-12-28,360,0.060941828254847646,3,No
PRV51638,2,2490,1245.0,2,2009-08-20,2009-09-08,19,0.1,114,No
PRV51639,12,1910,159.16666666666666,12,2009-01-13,2009-10-25,285,0.04195804195804196,67,No
PRV51640,3,1490,496.6666666666667,3,2009-01-13,2009-07-25,193,0.015463917525773196,159,No
PRV51641,11,1280,116.36363636363636,10,2009-01-11,2009-11-14,307,0.03571428571428571,47,No
PRV51642,25,5300,212.0,22,2009-01-02,2009-12-28,360,0.06925207756232687,3,No
PRV51644,17,6280,369.4117647058824,17,2009-01-03,2009-12-22,353,0.0480225988700565,9,No
PRV51645,3,280,93.33333333333333,3,2009-03-16,2009-08-12,149,0.02,141,No
PRV51647,6,1240,206.66666666666666,6,2009-01-29,2009-10-19,263,0.022727272727272728,73,No
PRV51650,18,13130,729.4444444444445,17,2009-01-15,2009-12-14,333,0.05389221556886228,17,No
PRV51652,46,10120,220.0,38,2009-01-03,2009-12-29,360,0.12742382271468145,2,No
PRV51653,18,7500,416.6666666666667,18,2009-01-01,2009-11-12,315,0.056962025316455694,49,No
PRV51654,1,200,200.0,1,2009-01-11,2009-01-11,0,1.0,354,No
PRV51655,2,70,35.0,2,2009-07-07,2009-09-04,59,0.03333333333333333,118,No
PRV51656,17,4210,247.64705882352942,17,2009-01-09,2009-12-09,334,0.050746268656716415,22,No
PRV51657,2,3700,1850.0,2,2009-04-12,2009-11-08,210,0.009478672985781991,53,No
PRV51658,4,1710,427.5,4,2009-01-28,2009-10-27,272,0.014652014652014652,65,No
PRV51660,3,180,60.0,3,2009-05-29,2009-07-02,34,0.08571428571428572,182,No
PRV51661,104,38330,368.5576923076923,74,2008-12-15,2009-12-28,378,0.27440633245382584,3,No
PRV51664,8,660,82.5,8,2009-03-11,2009-11-24,258,0.03088803088803089,37,No
PRV51665,14,1710,122.14285714285714,14,2009-01-23,2009-12-12,323,0.043209876543209874,19,No
PRV51666,1,50,50.0,1,2009-12-01,2009-12-01,0,1.0,30,No
PRV51668,33,8230,249.3939393939394,25,2009-01-05,2009-12-25,354,0.09295774647887324,6,No
PRV51669,52,17190,330.5769230769231,50,2009-01-09,2009-12-24,349,0.14857142857142858,7,No
PRV51670,331,88900,268.58006042296074,239,2008-12-30,2009-12-31,366,0.9019073569482289,0,No
PRV51671,32,7750,242.1875,32,2009-01-01,2009-11-30,333,0.09580838323353294,31,No
PRV51672,6,2270,378.3333333333333,6,2009-03-04,2009-12-27,298,0.020066889632107024,4,No
PRV51673,144,43090,299.2361111111111,68,2008-12-31,2009-12-28,362,0.39669421487603307,3,No
PRV51674,4,1400,350.0,4,2009-04-03,2009-11-13,224,0.017777777777777778,48,No
PRV51675,16,6280,392.5,16,2009-01-14,2009-10-24,283,0.056338028169014086,68,No
PRV51676,113,38050,336.72566371681415,104,2008-12-24,2009-12-27,368,0.3062330623306233,4,No
PRV51678,48,24640,513.3333333333334,47,2009-01-08,2009-12-24,350,0.13675213675213677,7,No
PRV51679,28,8200,292.85714285714283,14,2009-01-06,2009-12-27,355,0.07865168539325842,4,No
PRV51681,20,14010,700.5,20,2009-01-19,2009-12-12,327,0.06097560975609756,19,No
PRV51682,13,9000,692.3076923076923,13,2009-01-12,2009-11-25,317,0.040880503144654086,36,No
PRV51685,45,11180,248.44444444444446,34,2009-01-18,2009-12-27,343,0.1308139534883721,4,No
PRV51687,7,2350,335.7142857142857,4,2009-01-02,2009-12-22,354,0.01971830985915493,9,No
PRV51688,6,660,110.0,6,2009-06-04,2009-12-15,194,0.03076923076923077,16,No
PRV51689,1,1700,1700.0,1,2009-08-05,2009-08-05,0,1.0,148,No
PRV51690,184,56990,309.7282608695652,165,2009-01-02,2009-12-27,359,0.5111111111111111,4,No
PRV51691,71,24850,350.0,44,2009-01-01,2009-12-25,358,0.1977715877437326,6,No
PRV51692,8,670,83.75,8,2009-02-22,2009-10-23,243,0.03278688524590164,69,No
PRV51693,83,17690,213.13253012048193,44,2009-01-04,2009-12-22,352,0.23512747875354106,9,No
PRV51694,17,4890,287.6470588235294,14,2009-02-18,2009-12-30,315,0.05379746835443038,1,No
PRV51695,330,88160,267.1515151515151,155,2009-01-01,2009-12-27,360,0.9141274238227147,4,No
PRV51696,7,670,95.71428571428571,7,2009-01-14,2009-11-23,313,0.022292993630573247,38,No
